2023-07-04 01:00:00,22.0,22.5,19.5,19.0,22.5,22.0,66.729,18.0,18.0,22.0,22.0,18.0,13.5,16.0,15.5,17.0,22.0,18.058,18.284,22.5,22.5,22.5,18.5,16.5,22.5,19.5,15.5,18.5
2023-07-04 02:00:00,22.0,22.5,19.0,18.0,22.5,22.0,74.211,17.0,17.0,22.0,22.0,17.0,12.5,15.0,14.5,15.5,22.0,17.056,17.28,22.5,22.0,22.0,17.5,15.5,22.0,18.0,14.5,17.5
2023-07-04 03:00:00,22.0,22.5,18.0,16.5,22.5,22.0,77.012,16.0,16.0,22.0,22.0,17.0,11.5,14.5,14.0,15.0,22.0,16.055,16.277,22.5,22.0,22.0,16.5,14.5,22.0,17.5,13.5,17.0
2023-07-04 04:00:00,22.0,22.5,16.5,15.5,22.5,22.0,83.025,15.0,15.5,22.0,22.0,15.5,11.0,14.0,13.0,14.0,22.0,15.554,15.774,22.0,22.0,22.0,15.5,13.5,22.0,16.0,12.0,15.5
2023-07-04 05:00:00,22.0,22.5,16.0,15.0,22.0,22.0,86.217,14.0,15.0,22.0,22.0,15.0,10.5,14.0,12.5,13.5,22.0,14.552,15.272,22.0,22.0,22.0,15.0,13.0,22.0,15.5,11.5,15.0
2023-07-04 06:00:00,22.0,22.5,15.5,14.5,22.0,22.0,88.311,14.0,15.0,22.0,22.0,14.5,10.5,13.5,12.5,13.0,22.0,14.552,14.77,22.0,22.0,22.0,14.5,12.5,22.0,15.0,12.0,14.5
2023-07-04 07:00:00,22.0,22.5,17.0,16.0,22.0,22.0,88.311,18.5,17.0,22.0,22.0,15.5,11.5,14.5,14.5,13.5,22.0,17.056,16.779,22.0,22.0,22.0,15.0,14.5,22.0,16.0,13.5,16.0
2023-07-04 08:00:00,22.0,22.5,18.0,18.0,22.0,22.0,77.012,20.0,17.5,22.0,22.0,18.0,13.5,16.0,17.0,15.5,22.0,19.059,18.284,22.0,22.0,22.0,16.0,16.5,22.0,18.5,17.5,18.5
2023-07-04 09:00:00,22.0,22.5,20.5,20.5,22.0,22.0,67.315,22.0,20.0,22.0,22.0,23.0,16.5,18.0,23.0,18.5,22.0,22.562,20.29,22.0,22.0,22.0,18.5,22.5,22.0,21.0,20.5,21.0
2023-07-04 10:00:00,22.0,22.5,22.0,22.0,22.5,22.0,53.409,23.0,21.0,22.0,22.0,24.0,19.5,22.0,23.0,20.5,22.0,23.062,22.293,22.5,22.0,22.0,20.5,24.5,22.0,24.5,23.5,22.5
2023-07-04 11:00:00,22.0,22.5,23.5,23.0,22.5,22.0,49.633,25.0,22.5,22.0,22.0,24.5,21.0,24.5,24.5,22.0,22.5,25.563,23.294,22.5,22.5,22.5,21.5,25.5,22.5,25.5,24.5,23.5
2023-07-04 12:00:00,22.5,22.5,25.0,24.5,22.5,22.5,47.081,26.0,23.5,22.5,22.5,25.5,22.5,26.0,25.5,24.0,22.5,26.563,24.795,22.5,22.5,22.5,23.5,26.5,22.5,27.5,26.0,24.5
2023-07-04 13:00:00,22.5,23.0,26.5,26.0,22.5,22.5,41.896,28.0,25.5,22.5,22.5,27.5,24.0,27.0,26.5,25.5,22.5,28.062,26.295,22.5,22.5,22.5,24.5,28.0,22.5,28.5,27.5,26.0
2023-07-04 14:00:00,22.5,23.0,28.0,27.5,23.0,22.5,37.27,29.0,26.5,22.5,23.0,29.0,25.5,27.5,28.0,27.0,23.0,29.561,27.793,23.0,23.0,23.0,26.0,29.0,23.0,29.5,29.0,27.0
2023-07-04 15:00:00,23.0,23.0,28.5,28.5,23.0,23.0,35.933,30.0,27.5,23.0,23.0,29.5,26.5,28.5,31.0,28.5,23.0,31.06,29.291,23.0,23.0,23.0,27.0,30.0,23.0,32.0,30.0,28.5
2023-07-04 16:00:00,23.0,23.5,29.0,29.5,23.0,23.0,32.56,31.5,28.0,23.0,23.0,30.5,27.5,29.0,31.0,29.0,23.0,31.56,30.289,23.0,23.0,23.0,27.5,30.0,23.0,32.5,31.0,29.0
2023-07-04 17:00:00,23.0,23.5,29.0,30.0,23.5,23.0,29.144,30.5,28.0,23.0,23.0,31.5,27.5,30.0,30.5,29.5,23.0,31.06,30.289,23.0,23.0,23.5,27.5,30.0,23.0,33.0,31.0,30.5
2023-07-04 18:00:00,23.0,23.5,29.0,29.5,23.5,23.0,31.199,30.0,28.5,23.0,23.0,31.0,27.0,30.0,28.5,29.5,23.0,31.06,30.289,23.0,23.5,23.5,27.0,30.0,23.5,33.0,31.0,32.0
2023-07-04 19:00:00,23.0,23.5,29.0,29.5,23.5,23.0,30.516,29.5,28.5,23.0,23.0,31.0,26.5,29.5,27.5,29.5,23.5,31.56,29.79,23.5,23.5,23.5,26.5,29.5,23.5,34.0,31.0,33.0
2023-07-04 20:00:00,23.0,23.5,28.0,30.0,23.5,23.0,37.936,29.0,26.5,23.0,23.0,28.5,24.0,28.5,26.0,30.5,23.0,30.061,27.793,23.5,23.5,23.5,25.5,28.0,23.5,32.5,29.5,28.5
2023-07-04 21:00:00,23.0,23.5,26.5,27.0,23.5,23.0,42.551,26.5,25.0,23.0,23.0,26.5,21.0,26.0,24.0,26.0,23.0,27.562,26.295,23.5,23.0,23.0,24.0,24.5,23.0,29.0,25.5,26.0
2023-07-04 22:00:00,23.0,23.5,25.0,25.0,23.0,23.0,48.361,24.0,23.5,23.0,23.0,24.0,18.5,24.0,21.0,22.5,23.0,24.062,24.295,23.0,23.0,23.0,23.0,22.0,23.0,26.5,21.0,24.0
2023-07-04 23:00:00,23.0,23.5,23.5,23.0,23.0,23.0,50.898,22.0,22.0,23.0,23.0,22.5,16.5,22.5,19.0,21.0,23.0,22.061,22.794,23.0,23.0,23.0,22.5,20.5,23.0,24.0,19.5,22.5
2023-07-05 00:00:00,23.0,23.5,22.5,22.0,23.0,23.0,50.898,21.0,20.5,23.0,23.0,20.5,15.5,19.0,18.0,20.0,23.0,20.56,21.292,23.0,23.0,23.0,22.0,19.0,23.0,22.5,18.0,21.5
2023-07-05 01:00:00,23.0,23.0,21.5,20.5,23.0,23.0,58.348,19.5,19.5,23.0,23.0,20.0,14.5,16.5,17.0,18.0,23.0,19.559,19.788,23.0,23.0,23.0,21.0,18.0,23.0,21.0,16.5,20.0
2023-07-05 02:00:00,23.0,23.0,20.0,19.5,23.0,23.0,64.961,18.5,18.0,23.0,23.0,19.0,13.5,15.5,16.0,17.5,23.0,18.058,18.786,23.0,23.0,23.0,20.0,17.0,23.0,20.0,15.5,19.0
2023-07-05 03:00:00,23.0,23.0,19.0,18.5,23.0,23.0,65.552,17.5,17.0,23.0,22.5,17.5,12.5,15.5,15.0,16.0,23.0,17.557,17.782,23.0,23.0,23.0,19.0,15.5,23.0,18.5,14.5,18.0
2023-07-05 04:00:00,23.0,23.0,18.0,17.0,23.0,22.5,70.218,16.5,16.5,23.0,22.5,16.5,12.0,15.0,14.0,15.0,23.0,16.555,17.28,23.0,23.0,23.0,18.0,15.0,23.0,17.5,13.5,17.0
2023-07-05 05:00:00,22.5,23.0,17.0,16.5,23.0,22.5,71.368,15.5,15.5,22.5,22.5,16.0,11.5,14.5,13.5,14.5,22.5,16.055,16.277,23.0,23.0,23.0,17.0,14.0,23.0,16.5,12.5,16.5
2023-07-05 06:00:00,22.5,23.0,16.5,16.0,23.0,22.5,75.337,15.5,16.5,22.5,22.5,15.5,11.0,14.5,13.5,14.0,22.5,15.554,16.277,23.0,22.5,22.5,16.5,14.0,22.5,16.5,12.5,16.0
2023-07-05 07:00:00,22.5,22.5,18.5,17.5,22.5,22.0,83.561,20.5,17.5,22.5,22.0,17.0,12.5,15.5,15.5,15.0,22.0,18.558,17.782,22.5,22.0,22.0,16.5,15.5,22.5,17.5,14.5,17.5
2023-07-05 08:00:00,22.0,22.5,20.0,19.5,22.0,22.0,71.368,22.5,18.5,22.0,21.5,20.0,15.0,16.5,18.5,17.5,22.0,20.06,19.788,22.0,22.0,22.0,18.0,18.0,22.0,20.0,19.5,19.5
2023-07-05 09:00:00,21.5,22.0,22.0,21.5,22.0,21.5,57.124,24.0,19.5,22.0,21.5,25.5,17.5,19.5,24.5,20.5,21.5,23.562,21.292,22.0,21.5,21.5,20.5,24.5,22.0,23.5,23.0,22.0
2023-07-05 10:00:00,21.5,22.0,25.0,24.5,22.0,21.5,50.898,26.0,20.5,22.0,21.5,26.0,21.5,22.5,25.0,23.0,21.5,26.063,23.294,22.0,21.5,22.0,22.5,28.0,22.0,26.5,26.5,25.0
2023-07-05 11:00:00,21.5,22.0,26.5,26.5,22.0,21.5,41.896,28.0,23.5,22.0,21.5,27.5,24.0,26.5,27.0,25.0,21.5,27.562,25.295,22.0,21.5,22.0,24.0,29.0,22.0,29.0,27.5,26.0
2023-07-05 12:00:00,22.0,22.0,28.0,28.0,22.0,21.5,34.589,29.5,25.0,22.0,21.5,29.0,25.5,29.0,28.0,26.5,22.0,29.561,26.794,22.0,22.0,22.0,26.5,30.0,22.0,31.0,30.0,27.5
2023-07-05 13:00:00,22.0,22.0,28.5,28.5,22.0,21.5,33.914,30.5,27.0,22.0,21.5,30.0,26.5,29.0,28.5,28.0,22.0,30.561,28.293,22.0,22.0,22.0,27.0,31.5,22.0,31.5,30.5,28.5
2023-07-05 14:00:00,22.0,22.0,29.0,29.0,22.0,22.0,33.238,31.5,28.0,22.0,22.0,30.5,27.0,29.0,30.0,28.5,22.0,31.56,28.792,22.0,22.0,22.0,27.5,30.5,22.0,32.5,31.5,28.5
2023-07-05 15:00:00,22.0,22.5,30.0,30.5,22.0,22.0,27.075,31.5,29.0,22.0,22.0,31.5,28.5,30.0,32.0,30.0,22.0,32.559,30.787,22.0,22.0,22.0,29.0,32.5,22.0,33.5,32.0,29.5
2023-07-05 16:00:00,22.0,22.5,30.5,31.0,22.0,22.0,24.291,33.0,29.5,22.0,22.0,32.5,29.5,31.0,33.0,30.5,22.0,33.557,32.283,22.0,22.0,22.0,29.5,32.0,22.0,35.0,33.0,31.0
2023-07-05 17:00:00,22.0,22.5,31.0,31.5,22.0,22.0,25.686,32.5,29.5,22.0,22.0,32.5,29.5,31.5,32.5,31.5,22.0,34.057,32.781,22.0,22.0,22.0,29.5,32.5,22.0,35.5,33.5,33.0
2023-07-05 18:00:00,22.0,22.5,30.5,31.5,22.5,22.0,28.456,32.5,30.0,22.0,22.0,33.5,29.5,31.5,30.5,32.0,22.5,33.058,32.283,22.5,22.5,22.5,29.5,32.0,22.5,35.0,33.5,34.0
2023-07-05 19:00:00,22.5,22.5,31.0,32.0,22.5,22.5,29.831,32.0,30.0,22.5,22.5,33.0,29.0,31.0,29.0,31.5,22.5,33.557,31.785,22.5,22.5,22.5,29.0,31.5,22.5,36.0,33.0,36.0
2023-07-05 20:00:00,22.5,23.0,29.5,31.5,23.0,22.5,36.602,30.5,28.5,22.5,22.5,30.0,26.5,29.5,27.5,33.0,22.5,32.059,29.79,22.5,22.5,23.0,28.5,29.0,22.5,34.0,31.0,30.0
2023-07-05 21:00:00,22.5,23.0,28.0,28.5,23.0,22.5,39.263,28.0,27.0,22.5,22.5,28.0,23.0,27.5,24.5,27.5,23.0,29.062,28.293,23.0,23.0,23.0,26.0,26.5,23.0,30.5,26.5,28.5
2023-07-05 22:00:00,23.0,23.0,26.5,26.5,23.0,22.5,46.439,26.0,25.5,23.0,22.5,26.0,20.5,25.5,22.5,25.5,23.0,27.062,26.794,23.0,23.0,23.0,24.5,24.0,23.0,27.0,23.5,26.5
2023-07-05 23:00:00,23.0,23.0,25.0,25.0,23.0,22.5,52.157,24.0,24.0,23.0,22.5,24.0,18.5,23.5,21.0,23.5,23.0,25.563,24.795,23.0,23.0,23.0,22.5,22.0,23.0,25.0,21.0,25.0
2023-07-06 00:00:00,23.0,23.0,23.5,22.5,23.0,23.0,59.566,22.0,22.5,23.0,22.5,21.5,17.0,20.0,20.0,21.0,23.0,23.562,22.293,23.0,23.0,23.0,21.0,21.0,23.0,23.0,20.0,23.0
2023-07-06 01:00:00,23.0,23.0,22.5,21.0,23.0,22.5,66.141,20.0,20.5,23.0,22.5,21.0,16.0,16.5,18.0,19.5,23.0,21.561,20.791,23.0,23.0,23.0,19.5,19.0,23.0,21.0,18.5,22.0
2023-07-06 02:00:00,23.0,23.0,21.0,19.5,23.0,22.5,72.51,18.5,19.5,23.0,22.5,20.0,15.0,16.0,17.0,18.0,23.0,20.56,19.287,23.0,23.0,23.0,18.0,18.5,23.0,20.0,17.0,20.5
2023-07-06 03:00:00,23.0,23.0,19.5,18.0,23.0,22.5,77.568,17.0,18.0,23.0,22.5,19.0,14.0,15.0,15.5,16.0,23.0,19.059,18.284,23.0,23.0,23.0,16.5,17.0,23.0,18.0,15.5,19.5
2023-07-06 04:00:00,23.0,23.0,17.5,17.0,23.0,22.5,81.947,15.5,17.0,23.0,22.5,16.5,13.0,14.0,15.0,15.0,23.0,17.557,16.779,23.0,23.0,23.0,15.5,16.0,23.0,16.5,15.0,18.0
2023-07-06 05:00:00,22.5,23.0,17.0,15.5,23.0,22.5,87.79,14.5,16.0,22.5,22.5,15.0,12.0,14.0,14.0,14.0,22.5,16.555,16.779,23.0,22.5,22.5,14.5,15.0,22.5,15.5,13.5,16.5
2023-07-06 06:00:00,22.5,23.0,16.0,15.5,22.5,22.5,89.348,14.5,15.5,22.5,22.5,15.5,12.0,14.0,14.5,14.0,22.5,16.055,15.774,22.5,22.5,22.5,14.0,14.5,22.5,15.0,13.5,16.0
2023-07-06 07:00:00,22.5,22.5,16.0,15.5,22.5,22.0,90.378,18.5,16.5,22.5,22.0,15.0,12.5,14.5,15.5,14.0,22.5,16.555,16.277,22.5,22.5,22.0,14.0,16.0,22.5,14.5,14.5,17.0
2023-07-06 08:00:00,22.0,22.5,17.5,17.0,22.0,22.0,82.487,20.0,18.0,22.0,21.5,16.5,14.0,16.0,15.5,15.0,22.0,17.557,18.786,22.0,22.0,22.0,15.0,16.5,22.0,16.0,16.0,17.0
2023-07-06 09:00:00,22.0,22.0,18.5,18.0,22.0,21.5,76.456,21.0,19.5,22.0,21.5,20.5,15.5,17.5,20.0,16.5,21.5,20.56,18.786,22.0,22.0,22.0,17.0,22.5,22.0,18.0,18.5,19.5
2023-07-06 10:00:00,22.5,23.0,21.0,20.5,22.0,22.0,71.368,23.0,18.5,22.0,23.0,23.0,18.5,20.5,20.5,18.5,22.0,22.562,20.29,22.5,22.0,22.5,19.0,25.5,22.0,21.5,21.0,20.5
2023-07-06 11:00:00,26.5,26.5,23.0,21.5,18.0,26.5,68.481,22.0,19.0,26.0,26.0,22.5,19.5,22.5,22.5,20.0,26.5,23.562,20.29,26.0,26.0,25.0,20.0,23.0,26.5,23.5,22.5,21.5
2023-07-06 12:00:00,34.0,35.5,24.0,22.5,19.0,20.5,62.58,23.5,20.0,32.5,32.5,23.5,20.5,23.5,23.5,21.0,33.0,24.062,21.792,24.5,31.5,26.0,21.5,27.0,32.5,25.5,23.5,23.0
2023-07-06 13:00:00,23.0,31.0,25.0,24.0,20.5,21.5,60.777,25.0,21.5,22.5,24.5,26.0,21.5,24.0,24.5,22.5,36.0,25.063,22.794,26.5,30.0,27.5,22.5,26.5,34.5,27.0,24.5,23.5
2023-07-06 14:00:00,23.5,27.5,25.5,24.5,22.5,22.5,57.737,27.0,23.0,24.0,26.0,26.5,23.0,24.5,25.5,23.5,29.5,27.062,25.295,27.0,25.0,28.0,23.5,27.0,25.0,27.5,26.0,24.5
2023-07-06 15:00:00,24.5,26.0,26.0,25.0,23.5,23.0,56.509,26.0,23.5,24.0,27.0,27.0,23.5,24.5,27.0,24.0,22.5,27.062,25.795,27.0,26.0,27.0,24.0,28.0,26.5,29.0,26.0,24.5
2023-07-06 16:00:00,24.5,26.5,25.5,26.0,23.5,23.0,55.892,27.0,24.5,24.0,25.0,27.5,23.5,26.0,27.5,24.0,27.0,27.062,26.295,27.5,25.0,27.5,24.0,27.0,27.0,30.0,26.0,26.5
2023-07-06 17:00:00,24.0,26.0,25.0,25.5,22.0,23.0,55.274,25.5,25.0,25.0,25.5,28.0,24.0,26.5,26.5,23.0,26.5,27.062,26.794,28.0,25.0,25.5,24.0,26.5,26.0,29.0,26.0,25.5
2023-07-06 18:00:00,23.0,25.0,24.5,25.0,21.5,23.0,55.892,25.0,24.0,24.0,24.5,27.0,24.0,26.0,23.5,23.5,25.5,26.063,26.295,26.5,23.5,24.5,23.5,26.0,25.0,26.5,25.5,28.0
2023-07-06 19:00:00,21.0,23.5,24.5,24.5,20.5,22.0,58.958,23.5,23.0,23.0,23.5,25.5,22.5,25.0,22.5,22.0,25.0,25.563,25.295,25.0,22.0,23.0,22.5,24.0,24.0,25.0,23.5,29.0
2023-07-06 20:00:00,20.0,22.0,22.0,24.0,19.5,21.0,63.178,21.5,21.5,21.0,22.5,22.5,20.5,23.0,20.5,21.0,23.0,23.562,22.794,22.0,20.0,21.5,21.0,22.5,23.0,24.0,21.5,24.5
2023-07-06 21:00:00,17.5,20.5,20.5,20.5,18.0,19.0,71.368,19.5,20.0,19.0,19.5,20.5,18.0,20.0,18.0,17.5,20.5,20.06,20.29,19.5,18.0,19.5,18.5,20.0,20.5,20.0,19.0,22.0
2023-07-06 22:00:00,15.5,18.0,18.5,18.0,16.0,16.5,78.673,17.0,18.0,17.0,17.0,17.5,15.5,17.5,15.5,15.0,18.5,18.058,17.782,17.0,16.0,17.0,16.5,18.0,18.0,17.5,16.5,20.0
2023-07-06 23:00:00,15.0,17.0,17.5,16.5,15.5,15.5,83.025,15.5,17.0,16.0,15.0,17.5,14.0,16.5,14.5,14.5,18.0,17.056,16.779,15.0,14.0,15.5,15.5,16.5,17.0,16.5,15.5,18.0
2023-07-07 00:00:00,14.0,16.0,16.5,16.0,15.0,14.5,86.217,14.5,16.0,15.0,14.0,16.0,12.5,15.0,14.0,14.0,18.0,16.555,15.774,14.0,13.5,14.0,14.5,15.5,15.0,15.5,14.5,18.0
2023-07-07 01:00:00,13.0,15.0,16.0,15.5,15.0,14.0,89.348,14.5,15.0,14.5,13.5,15.5,12.0,13.5,14.0,14.0,16.5,16.055,15.272,13.0,12.5,13.5,14.0,14.5,14.5,15.0,14.0,17.0
2023-07-07 02:00:00,13.0,14.5,15.0,14.5,14.5,13.0,92.417,13.5,14.5,14.0,13.0,14.5,11.0,13.0,14.0,13.5,16.0,15.554,14.77,12.0,12.0,12.5,13.0,13.5,13.5,14.5,13.5,15.5
2023-07-07 03:00:00,13.5,13.5,14.5,14.5,14.5,12.5,93.427,13.0,14.0,13.5,12.5,14.5,10.5,12.5,13.5,13.5,16.0,15.053,14.267,11.5,11.5,12.0,12.5,13.0,13.0,13.5,12.5,15.5
2023-07-07 04:00:00,13.0,13.5,14.0,14.0,14.0,12.5,95.425,13.0,14.0,13.5,12.0,14.0,10.5,13.0,13.5,13.0,16.0,14.552,14.267,11.0,11.5,12.0,12.5,13.0,13.0,13.5,13.0,15.0
2023-07-07 05:00:00,13.0,13.5,14.0,13.5,14.0,12.5,94.43,13.0,13.5,13.0,12.5,13.5,11.5,12.5,13.5,13.0,15.0,14.051,13.765,12.5,12.0,12.0,13.0,13.0,13.0,13.0,13.0,15.0
2023-07-07 06:00:00,13.0,13.5,14.0,14.0,14.0,13.0,93.427,13.5,14.0,13.5,13.0,14.0,12.0,13.0,13.5,13.0,15.0,14.552,14.267,13.0,12.0,12.5,13.0,14.0,13.0,13.5,13.5,14.5
2023-07-07 07:00:00,13.5,14.0,14.5,14.0,14.0,13.5,92.923,14.0,14.0,13.5,13.5,14.5,13.0,13.5,14.0,13.5,15.0,15.053,14.267,13.5,12.5,13.5,13.5,14.0,13.5,14.0,14.0,15.0
2023-07-07 08:00:00,14.0,14.5,15.0,14.5,14.5,13.5,88.311,14.5,14.5,14.0,14.0,15.0,13.5,14.0,14.5,13.5,15.0,15.554,15.272,14.0,13.5,14.5,13.5,14.5,14.0,14.0,14.5,14.5
2023-07-07 09:00:00,15.5,15.0,15.5,15.0,15.0,14.5,83.561,15.5,15.5,14.5,14.0,16.0,14.5,15.5,15.5,14.5,16.0,16.555,15.774,14.0,14.5,16.0,14.5,16.0,15.0,15.0,15.5,16.0
2023-07-07 10:00:00,16.0,16.5,16.5,16.5,15.5,15.0,80.317,17.0,16.5,16.0,15.0,17.0,15.5,16.5,15.5,15.5,16.5,17.557,17.28,14.5,15.5,17.5,15.5,18.0,16.0,16.5,17.0,17.0
2023-07-07 11:00:00,17.0,17.5,18.0,17.5,16.5,16.0,76.456,19.0,17.5,16.5,16.0,18.5,17.0,17.5,17.0,16.5,17.5,18.058,17.782,16.5,16.5,18.5,16.5,19.5,17.5,17.5,17.5,18.0
2023-07-07 12:00:00,18.5,19.0,20.0,19.0,17.5,17.0,71.94,20.0,19.0,18.0,18.0,20.5,18.5,19.5,19.0,17.5,19.0,20.06,19.788,17.5,19.0,21.5,18.0,22.0,19.0,19.5,20.5,19.0
2023-07-07 13:00:00,20.0,20.5,22.0,20.5,19.0,18.5,64.961,22.0,20.0,20.5,20.5,21.5,19.0,21.5,20.0,19.0,21.0,21.561,20.791,19.5,19.5,22.5,19.5,22.5,20.5,21.5,22.0,19.5
2023-07-07 14:00:00,21.5,21.5,22.5,21.5,20.5,19.5,63.774,23.0,20.0,21.0,21.5,22.0,20.5,22.0,20.5,20.5,21.5,22.562,21.292,20.5,20.5,23.5,20.5,23.5,22.0,23.0,22.5,21.0
2023-07-07 15:00:00,22.0,23.0,23.0,22.0,21.5,20.5,60.777,23.5,21.0,21.5,25.0,23.0,21.0,23.0,23.0,21.5,22.5,24.062,22.794,22.0,22.0,25.0,21.0,25.0,23.5,24.0,23.5,22.0
2023-07-07 16:00:00,23.5,23.5,24.0,24.0,21.0,21.0,59.566,24.0,23.0,22.5,22.0,24.0,21.0,23.5,25.5,22.0,23.5,24.062,23.795,22.0,21.5,26.0,21.5,24.0,23.5,24.5,24.5,23.5
2023-07-07 17:00:00,21.5,23.5,24.5,23.5,20.5,21.5,60.172,23.0,23.0,23.0,22.5,24.0,21.5,24.0,26.0,22.0,23.0,24.562,24.795,23.5,21.0,24.5,21.5,23.0,23.0,24.0,24.0,25.0
2023-07-07 18:00:00,21.0,22.0,23.5,23.0,20.0,20.5,62.58,21.5,23.0,21.5,21.5,24.0,21.0,23.0,21.5,20.5,22.5,23.062,23.294,21.5,20.0,22.0,21.0,22.5,21.5,22.5,22.5,24.5
2023-07-07 19:00:00,19.5,21.0,22.5,22.5,19.5,20.0,63.774,21.0,22.5,20.5,21.0,22.5,20.5,22.5,20.5,20.0,22.0,23.562,22.794,21.0,19.0,20.5,20.5,21.5,21.5,22.5,23.0,25.0
2023-07-07 20:00:00,19.0,19.5,21.0,21.5,18.5,19.0,67.315,19.5,20.5,19.5,20.5,20.5,18.5,21.0,19.5,20.0,20.5,22.061,20.29,20.5,17.5,19.5,19.0,20.0,20.5,21.0,20.0,20.5
2023-07-07 21:00:00,16.5,18.5,19.5,19.0,17.5,18.0,71.368,17.5,19.0,17.5,19.0,18.5,16.5,18.5,17.5,16.5,19.0,19.559,18.786,18.5,16.0,17.5,17.5,18.5,18.5,18.0,17.5,20.0
2023-07-07 22:00:00,15.5,17.0,18.0,17.5,16.5,16.5,75.897,16.0,17.5,16.0,17.0,17.5,15.0,17.0,15.5,15.5,17.5,18.058,16.779,16.0,14.5,16.0,16.0,16.5,17.0,16.5,16.0,19.5
2023-07-07 23:00:00,14.0,16.0,17.0,16.5,16.0,15.0,79.223,15.0,16.5,15.5,15.5,16.5,14.0,16.0,14.5,14.5,17.5,17.056,16.277,14.0,13.5,14.5,15.0,15.5,15.5,15.5,15.0,17.5
2023-07-08 00:00:00,13.5,15.0,16.5,16.0,15.5,14.0,84.096,14.5,16.0,15.0,14.5,15.5,13.0,14.5,14.0,14.0,17.0,16.555,15.774,13.0,12.5,13.5,14.5,14.5,14.5,15.0,14.5,17.0
2023-07-08 01:00:00,12.5,14.5,15.5,15.0,14.5,13.0,88.311,14.0,14.5,14.0,13.5,15.0,11.5,13.0,14.0,13.5,16.0,15.554,14.77,12.0,12.0,12.5,13.5,14.0,14.0,14.5,13.0,16.0
2023-07-08 02:00:00,12.0,13.5,15.0,14.0,14.0,12.5,88.83,13.0,14.0,13.5,13.0,14.0,10.5,12.0,12.5,13.0,15.5,14.552,14.267,11.5,11.5,11.5,13.0,13.0,13.0,14.0,12.5,15.5
2023-07-08 03:00:00,11.5,13.0,14.0,13.5,13.5,12.0,91.401,12.5,13.0,13.0,12.5,14.0,10.0,12.0,12.0,13.0,15.0,14.051,14.267,10.5,11.0,11.0,12.0,12.0,12.5,13.5,12.0,14.5
2023-07-08 04:00:00,11.0,12.5,14.0,13.5,13.0,11.5,93.929,12.5,12.5,12.5,12.0,13.5,9.5,12.0,12.0,12.5,15.0,13.55,13.765,10.5,11.0,10.5,12.0,12.0,12.5,13.0,11.5,14.5
2023-07-08 05:00:00,11.5,13.0,14.0,13.5,13.0,12.0,92.923,13.0,13.5,13.0,12.0,13.5,11.0,12.0,13.0,12.5,15.0,14.051,13.765,12.0,11.5,11.5,12.0,12.5,12.5,13.5,12.5,14.5
2023-07-08 06:00:00,12.0,13.0,14.0,13.5,13.5,12.5,90.89,13.5,13.5,13.0,12.5,14.0,11.5,12.5,13.5,13.0,15.0,14.552,14.267,12.5,11.5,12.5,12.5,13.0,13.0,13.5,13.0,14.5
2023-07-08 07:00:00,13.0,13.5,14.5,14.0,13.5,13.0,90.89,14.0,14.0,13.5,13.0,14.5,12.5,13.5,14.0,13.5,15.0,15.053,14.77,13.0,12.5,13.0,13.0,14.0,13.5,14.0,13.5,15.0
2023-07-08 08:00:00,14.0,14.5,15.0,15.0,14.5,14.0,87.79,15.0,15.0,14.0,14.0,15.0,13.5,14.5,14.5,14.0,15.5,15.554,15.272,14.5,13.5,14.5,13.5,15.0,14.0,14.5,14.5,15.5
2023-07-08 09:00:00,15.0,15.5,15.5,15.5,14.5,14.5,83.025,16.0,15.5,15.0,14.5,15.5,14.0,15.5,15.0,14.5,15.5,16.555,15.774,15.0,14.5,15.5,14.5,16.0,15.0,15.5,15.5,16.0
2023-07-08 10:00:00,16.5,16.5,16.5,16.5,15.0,15.0,80.862,17.0,16.5,16.0,15.0,17.0,15.0,16.5,16.5,15.5,17.0,17.557,16.277,15.5,15.0,16.5,15.0,17.0,16.0,16.0,16.0,16.0
2023-07-08 11:00:00,16.5,16.5,17.0,17.0,16.0,15.5,75.897,17.0,16.5,16.0,16.0,17.0,15.5,17.0,16.5,16.0,17.0,18.058,17.28,16.5,15.5,17.5,15.5,18.0,16.5,16.0,16.5,17.0
2023-07-08 12:00:00,18.0,18.5,18.5,18.0,17.0,16.0,68.481,20.5,18.5,17.0,17.0,19.5,17.0,19.5,18.0,16.5,18.5,19.059,17.782,17.5,17.5,19.5,17.0,21.5,18.0,19.0,19.5,18.0
2023-07-08 13:00:00,19.5,20.0,20.5,19.5,17.5,18.0,66.729,21.5,19.5,19.5,20.5,20.5,19.0,21.0,19.5,18.5,19.5,21.061,19.788,20.0,19.0,22.0,18.0,21.5,19.0,21.0,22.0,19.5
2023-07-08 14:00:00,21.5,21.5,22.0,21.5,20.0,19.5,60.172,22.5,19.5,20.5,21.5,22.0,19.5,22.0,21.0,20.0,21.0,22.562,20.791,22.0,20.0,23.5,20.0,22.0,22.0,22.0,22.0,20.5
2023-07-08 15:00:00,23.0,22.5,23.5,23.0,21.5,20.5,57.737,24.5,20.5,22.0,24.5,22.5,20.5,23.0,24.0,21.5,23.5,23.562,23.294,22.5,22.0,25.5,21.0,23.5,23.5,24.5,23.0,21.5
2023-07-08 16:00:00,23.0,23.5,24.0,23.5,22.0,21.0,56.509,23.5,21.5,22.5,23.0,24.0,22.0,23.5,27.0,22.5,24.0,24.562,23.795,23.5,22.5,25.5,21.5,24.0,24.0,27.0,25.0,23.5
